ID,Quote,Author,Tags
9846,"The youth of America need routine, repetition toward excellence, a sound but not punishing discipline, and the opportunity to make mistakes without the feeling of failure.","George M.   Gilbert, Team Of One: We Believe","coaching,football,inspirational,motivational,success,team-direction,winning"
9847,"Every time our great Country has been critically challenged either by dictators or terrorists, we as a Country have put aside our personal agendas and focused on doing what we need to do to win when threatened.","George M.   Gilbert, Team Of One: We Believe","coaching,football,inspirational,motivational,success,team-direction,winning"
9848,"•	I have experienced the youth of Generation X, Y and currently Z. Teenage boys have changed in many ways over the years. Yet still they are quite similar to the boys I first coached in 1980 at a high school in Ohio.","George M.   Gilbert, Team Of One: We Believe","coaching,football,inspirational,motivational,success,team-direction,winning"
9849,we first need to get boys out for football and then the plan will gradually come into play,"George M.   Gilbert, Team Of One: We Believe","coaching,football,inspirational,motivational,success,team-direction,winning"
9850,It is so easy to judge those around us and decide their value without knowing who they really are or what they truly represent.,"George M.   Gilbert, Team Of One: We Believe","coaching,football,inspirational,motivational,success,team-direction,winning"
9851,Being fired is part of the risk when anyone plans to take on the responsibility as a head coach.,"George M.   Gilbert, Team Of One: We Believe","coaching,football,inspirational,motivational,success,team-direction,winning"
9852,Sports programs are an important part of young people’s lives but should never over-shadow the true purpose of high school and that is to earn a diploma. So often today sports have become more important than an education. This must be remedied because the true focus must always be toward the student’s academic development.,"George M.   Gilbert, Team Of One: We Believe","coaching,football,inspirational,motivational,success,team-direction,winning"
9853,Winners accept responsibility because acceptance of responsibility nullifies excuses.,"George M.   Gilbert, Team Of One: We Believe","coaching,football,inspirational,motivational,success,team-direction,winning"
9854,"Self belief, Wise choice and Karma are the three main ingredients of Winners.",Sandeep Kakkar,"inspirational,motivational,winners,winning"
9855,"Life is the gift of being able to do something, so use it",Ean Rodriguez,"inspirational,life-to-the-fullest,living-life,motivational"
9856,"Most of us want to be authentic. Yet, we are not who we think we are. We are made up of a rich array of facets and possibilities, many of which we ignore because we label them as “bad”. We create a cardboard cutout image of ourselves to look good to others. The discord between who we are and the image we have to live up to slowly kills our aliveness. When we suppress parts of ourselves, it lowers our mojo, sense of fulfillment, leadership effectiveness and impact in the workplace.","Henna Inam, Wired for Authenticity: Seven Practices to Inspire, Adapt, & Lead","authentic-leadership,authentic-self,authenticity,discord,effectiveness,fulfillment,leadership,possibilities,workplace"
9857,"If we try to emulate the leadership style of others we perceive as successful, we end up being second-rate versions of someone else.","Henna Inam, Wired for Authenticity: Seven Practices to Inspire, Adapt, & Lead","authenticity,leadership,leadership-style,success"
9858,Authentic leadership is about leading from the core of who we are to inspire each of us to our best contribution toward a shared mission.,"Henna Inam, Wired for Authenticity: Seven Practices to Inspire, Adapt, & Lead","authenticity,leadership,leadership-characteristics"
9859,Let's Not Just Be Heroes! Let's Be Heroes Who Lead!,Daniel Wetta,"heroes,inspiration,leadership"
9860,You will never Grow until you come out of your Comfort Zone and Try some new Things.......,Amarnath Kamaraj,"lifestyle,motivational,success"
9861,"when i started i had to start no excuses and even without knowing what i am gonna to do just had to do ""something"" . this fire is needed to do any work otherwise people exist nd die .",jagvir ji,"inspirational,inspiring-quotes,motivational"
9862,"A happy birthday is measured not in the amount of gifts one gets, but in the amount love one receives.",Todd Stocker,"birthday,gifts,inspirational,love,motivational"
9863,"And a young prince must be prudent like that,giving freely while his father livesso that afterwards, in age when fighting startssteadfast companions will stand by himand hold the line.","Seamus Heaney, Beowulf","beowulf,gifts,leadership,seamus-heaney"
9864,"Human Dignity has five characteristics : A playful curiosity,a capacity for dreams, a sense of humor to achieve and correct those dreams, a certain flexibility and spontaenity of behavior, a capacity to fight for and save those dreams !","Abha Maryada Banerjee, Nucleus: Power Women: Lead from the Core","humanism,leadership"
9865,"SILENCE does not always mean 'NEUTRALITY'! Sometimes, it may mean 'consenting' to a wrong, sometimes it may mean 'condoning' a mistake and sometimes it may mean giving space to the wrong doer....SOMETIMES, we need to get up and FIGHT!","Abha Maryada Banerjee, Nucleus: Power Women: Lead from the Core","eq,humanism,leadership,nucleus,women"
9866,"It's simpler to live in a mindset of moving forward, than in a mindset of procrastination!",John Di Lemme,"entrepreneur,inspirational,john-di-lemme,life,motivational,self-development,success"
9867,"Today is a special day that will go by very fast, so let’s take every second to make the most out of every moment.",Auliq Ice,"happiness,happy-birthday,inspirational,life,moments,motivational"
9868,"To nourish a tree you must get to the roots, the same is true if you must uproot it.",TemitOpe Ibrahim,"insight,inspirational,motivational,nourish,root,same-fix,uproot"
9869,"Sometimes you have to realise that things will never change if you don’t make a change yourself, and sometimes, you need to realise that it only happened so that you could learn something.","Charlotte Eriksson, Empty Roads & Broken Bottles; in search for The Great Perhaps","change,inspirational,motivational,realisation,self-growth"
9870,Time flows like memories on the shores of the past.,"Michael Joseph Murano, Age of the Seer","fantasy-fiction,fiction-novel,inspirational,life-quotes,memories-quotes,motivational,reading,time-passing"
9871,"All the time and effort put into networking can be all for naught if there is no follow-through. The same goes for sales. And leadership. And … well, everything.","Beth Ramsay, #Networking is people looking for people looking for people","follow-through,leadership,networking,sales"
9872,"If your Idea cannot CHANGE the INDUSTRY, you have added no VALUE",Fela Durotoye,"economy,idea,investment,leadership,market,sales,work"
9873,"Balance is not something you find, it's something you create","Jana Kingsford, UNJUGGLED: Lessons From a Decade of Blending Business, Babies, Balance and Big Dreams","balance,inspirational,juggling-kids,motivational,wahm,work-life-balance"
9874,"An applause is not just the recognition of good performance, but its proof of being different than the crowd.",Amit Kalantri,"applaud,applause,crowd,different,inspiration,inspirational,inspirational-quotes,motivation,motivational,motivational-quotes,performance,unique,uniqueness"
9875,"He had to do so many things and make each appear as though it were the only thing he had to do. He had to compartmentalize everything, when on one task to pretend that the others didn't exist.","Tom Clancy, Debt of Honor","attention,inspiration,leadership,prioritization"
9876,"Not every President is a great speaker. Not every President is a great thinker. But in the modern era, every single President is a master of one thing: eye contact.","Brad Meltzer, The Inner Circle","attention,leadership,presidency"
9877,The loneliness of command had made Eisenhower emotionally self-sufficient.,"Jean Edward Smith, Eisenhower in War and Peace","intimacy,leadership,marriage"
9878,Life is the greatest chance that has been given to all of us. So how do you choose to live your life? You’ve got a pen. Write it down.,"Kcat Yarza, KCAT CAN: I have a pen that writes","chance,inspirational-author-of-life,life,motivational"
9879,Bury your enemies with success.,Moosa Rahat,"bury,enemies,motivational,success"
9880,"When you allow yourself the abilityto challenge your doubts, to embraceyour deepest and darkest fears,that is when you learn how to bea healer and hero in your own life story~bns",Bluenscottish,"challenge,leadership,success-self-improvement"
9881,"An easy life does not make men, nor does it build nations. Challenges make men, and it is these men who build nations.","Mohammed bin Rashid Al Maktoum, Flashes of Thought","challenge,inspirational,leadership"
9882,Challenges in life always seek leaders and leaders seek challenges.,"Wayde Goodall, Why Great Men Fall: 15 Winning Strategies to Rise Above It All","challenge,leadership,success"
9883,The theory that something has to be big to have a significant impact is false.,"Angela Lynne Craig, Pivot Leadership: Small Steps...Big Change","leadership,leadership-development"
9884,"Coachable people seek out those who speak truth to them, even if it is a painful truth, because it protects them and it makes them a better person and leader.",Gary Rohrmayer,"change,coachable,coaching,coaching-best-practices,coaching-executive,coaching-quotes,leadership,leadership-characteristics,leadership-development,teachable"
9885,"Whether a chief executive ofﬁcer (CEO) is applying the practices to build an organizational vision or an employee is helping a colleague resolve a problem, anyone at any organizational level can leverage leadership practices.","Gary DePaul, Nine Practices of 21st Century Leadership: A Guide for Inspiring Creativity, Innovation, and Engagement","leadership,leadership-characteristics,leadership-development,leadership-vs-management"
9886,Effective leaders are good spotters. They are on the lookout forpotential leaders. They have the ability to look beyond other’s deficiencies tosee their possibilities.,"Gary Rohrmayer, Church Planting Landmines","church-planters,church-planting,leadership,leadership-characteristics,leadership-development"
9887,"#Leadership is not how much you can take away from others,it is about how much you can inspire,teach and build others by example ~bns",Bluenscottish,"coaching,leadership,leadership-development,success"
9888,The fundamental characteristic that enables hidden leadership to bloom is demonstrating integrity.,"Scott K. Edinger, The Hidden Leader: Discover and Develop Greatness Within Your Company","integrity,leadership,leadership-development"
9889,Many of our leadership practices have gone from being tried and true to being tired and tarnished.,"Mark      Miller, Chess, Not Checkers: Elevate Your Leadership Game","leadership,leadership-development,leadership-quotes"
9890,One of the landmines that church planters never dodge is the landmineof leadership development. I will never forget the day when I realizedthat there are no such things as 'ready-made leaders'.,"Gary Rohrmayer, Church Planting Landmines","church-planters,church-planting,leadership,leadership-development"
9891,Having a good definition of spiritual leadership is critical to developmentof leadership cultural throughout your church. You need to know what you areshooting for if you are going to hit the target.,"Gary Rohrmayer, Church Planting Landmines","church-planters,church-planting,leadership,leadership-characteristics,leadership-development"
9892,"When you don’t have time to do your job, that’s a good indication you’re playing the wrong game.","Mark      Miller, Chess, Not Checkers: Elevate Your Leadership Game","games,leadership,leadership-characteristics,leadership-development"
9893,There is nothing worse for a young convert than to be thrust into leadership without mentoring and ongoing coaching because the devil relishes these vulnerable souls.,"Gary Rohrmayer, Church Planting Landmines","church-leaders,church-leadership,leadership,leadership-characteristics,leadership-development,leadership-training,leadership-traits,pastoral-ministry,pastors"
9894,Only a person who perceives that all human beings are important can become a great leader.,Auliq Ice,"dictatorship,governement,leadership,leadership-characteristics,leadership-development,political-philosophy,politics"
9895,"21st century leaders will be growers, not knowers.","Paul Gibbons, The Science of Successful Organizational Change: How Leaders Set Strategy, Change Behavior, and Create an Agile Culture","growth-mindset,leadership,leadership-development,science-and-change"
9896,What trumps the 'How' of Leadership is the 'Why,"Todd Stocker, Leading from the Gut: 3 Power Principles of Effective Leaders","inspirational-quotes,leadership,leadership-development,motivational-quotes,the-life-shoppe"
9897,Now is the time to reinvent yourself and develop a new plan of action. Now is the time to create new actions and practices that are focused on growth and development in your personal and professional life. Now is the time to unleash your leadership potential and ignite your passion to lead.,Thomas Narofsky,"leadership,leadership-development,reinvent-yourself"
9898,The best of all leaders is the one who helps people so that eventually they don’t need him.,Lao Tzu,"lao-tzu,leadership,leadership-development"
9899,"I strongly believe that leadership is an art, not a science. I've learned that leadership can be innate or it can be learned. However, I don't believe anyone was truly born to be a great leader. Great leaders are formed over a long period of time through a series of opportunities and experiences. Without opportunities, even the greatest natural leader among us may never become known for great leadership.","Scott H. Dearduff, A Cup of My Coffee: Leadership Lessons from the Battlefield to the Boardroom","leadership,leadership-characteristics,leadership-development,leadership-styles"
9900,When a leader replaces the value of selfless service with selfish ambition they have officially regressed back into a boss.,"Noel DeJesus, 44 Days of Leadership","leadership,leadership-development,selflessness,values-and-beliefs"
9901,There are few second chances when it comes to establishing your leadership legacy.,"Scott H. Dearduff, A Cup of My Coffee: Leadership Lessons from the Battlefield to the Boardroom","leadership,leadership-characteristics,leadership-development"
9902,Put your name on the mailbox.,"Scott H. Dearduff, A Cup of My Coffee: Leadership Lessons from the Battlefield to the Boardroom","leadership,leadership-characteristics,leadership-development"
9903,Stay in your lane.,"Scott H. Dearduff, A Cup of My Coffee: Leadership Lessons from the Battlefield to the Boardroom","leadership,leadership-characteristics,leadership-development"
9904,"There is no ""one"" way to be a perfect leader, but there are a million ways to be a good one.",Mark W. Boyer,"inspirational-quotes,leadership,leadership-development"
9905,Leaders create a legacy daily.,Steve Gutzler,"leadership,leadership-development"
9906,There is no better manager than a natural born one.,Rossana Condoleo,"leader-characteristics,leader-development,leadership,leadership-development,manager-qualities"
9907,Strong nations are built on SOLID HOMES not big houses,Fela Durotoye,"family-relationships,homes,leadership,love"
9908,"An actor is just a part of a movie, but director - he is the movie.",Amit Kalantri,"act,acting,actor,amit-kalantri,amit-kalantri-quotes,amit-kalantri-writer,direction,director,film,film-director,film-quotes,filming,films,inspiration,inspirational,inspirational-quotes,motivation,motivational,motivational-quotes,movie,movie-director,movie-quotes,movies"
9909,"Its been enough enjoying now, let's begin achieving.",Amit Kalantri,"achieve,achievement,achievers,begin,beginning,enjoy,enjoy-life,enjoying,enjoying-life,enjoyment,human,humans,inspiration,inspirational,inspirational-quotes,motivation,motivational,motivational-quotes,philosophy,start,starting,wisdom,wisdom-quotes"
9910,I'm all for fighting tyranny and oppression.,"E.A. Bucchianeri, Brushstrokes of a Gadfly","activism,activist,demonstration,demonstrations,do-the-right-thing,fighting-oppression,fighting-tyrany,gadfly,human-rights,inspirational,motivational,oppression,people-power,protest,protesters,stand-up-for-your-rights,tyranny,tyrants,whistle-blower,whistle-blowers"
9911,"The world is starving for leaders who are not afraid to dismantle the sacred and precious beliefs, which hold us as prisoners of the past.","Bryant McGill, Voice of Reason","brave,freedom,leadership"
9912,"He was responsible for administering an army that lacked time-tested procedures and routinized policies, so every decision became an improvisational act.",Joseph J. Ellis,"leadership,planning,policies,procedures,rules"
9913,Success has NO Rules except ONE..It follows NO rules and most RULES are made on the way!,"Abha Maryada Banerjee, Nucleus: Power Women: Lead from the Core","leadership,nucleus,rules,success"
9914,"Marriage is not 'I', its 'We'.",Amit Kalantri,"amit-kalantri,amit-kalantri-proverb,amit-kalantri-quotes,amit-kalantri-writer,husband,husbands,inspiration,inspirational,inspirational-quotes,marriage,marriage-life,matrimony,motivation,motivational,motivational-quotes,philosophy,wedding,wife,wives"
9915,You are asking for an extra hour after you have wasted a day.,gnalluap,"motivational,procrastination,time-management"
9916,"People conceptualize conditioning in different ways,"" he said. ""Some think it's a ladder straight up. Others see plateaus, blockages, ceilings. I see it as a geometric spiraling upward, with each spin of the circle taking you a different distance upward. Some spins may even take you downward, just gathering momentum for the next upswing. Sometimes you will work your fanny off and see very little gain; other times you will amaze yourself and not really know why.","John L. Parker Jr., Once a Runner","motivational,running,workout"
9917,"Running a race assigns a point to a sport that often feels very pointless. It's an exuberant payoff to months of tedium. It's a way of crafting an end boss for a particularly cumbersome video game. It's a fun, monstrous reason to keep putting one foot in front of the other. So, do yourself a favor: go build a monster.","Matthew Inman, The Terrible and Wonderful Reasons Why I Run Long Distances","motivational,racing,running"
9918,"I always pushed myself. Whenever I felt I needed to stop, I made myself run faster.","Cecelia Ahern, A Place Called Here","motivational,pushing-the-limits,running"
9919,"In the era of globalization, everything is interconnected. A problem in one part of the world will definitely impact on other parts of the globe. Such phenomenon is also valid for defense and security context. A conflict in a state will bring implications in its neighboring countries or other countries extended in the same region. Therefore, collaborative efforts in tackling common defense and security problems are essentially required.",Agus Harimurti Yudhoyono,"defense,globalization,international,leadership,security"
9920,"The New Economy brings the need to tap people’s curiosity, quest for knowledge and understanding, in order to develop a sustainable society.","Miguel Reynolds Brandao, The Sustainable Organisation - a paradigm for a fairer society: Think about sustainability in an age of technological progress and rising inequality","development,leadership,new-economy,sustainability"
9921,"If you want to do a few small things right, do them yourself. If you want to do great things and make a big impact, learn to delegate.",John C. Maxwell,"delegation,development,leadership"
9922,"Gen. Matthew Ridgeway ""intended not to impose his will on his men, but to allow the men under him to find something in themselves that would make them more confident, more purposeful fighting men. It was their confidence in themselves that would make them fight well, he believed, not so much their belief in him. His job was to keep them to find that quality in themselves.","David Halberstam, The Coldest Winter: America and the Korean War","development,education,individualism,leadership,motivation,self-actualization"
9923,"Just because your pain is understandable, doesn't mean your behavior is acceptable.","Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience","acceptable,behavior,inspirational,life,motivational,pain,understand"
9924,"We believe people with Passion CAN change the World for the Better."" -Steve Jobs",Steve Jobs,"insightful,inspirational,motivational"
9925,"If you’re always asking what if you made another decision, you will never be happy with the decisions you have made. Every decision in your life has been the right one at the time to allow you to get to this point in your life. The only decisions you can change are your decisions in the future.",Avina Celeste,"decision,inspirational,life,motivational"
9926,"Even if one, two, some, or all senses and faculties fail to function, the heart still beats. Even if the eyes are blind, the heart still can see and feel through the love. Even if the ears fail to listen, the heart can still hear the whisperings of love. It is the heart that must be open at all times, to give love and to receive love. All we have to do is listen with our hearts.","Kcat Yarza, KCAT CAN: I have a pen that writes","caring,inspirational,life,love,motivational,sharing"
9927,"Our little actions of love, when put together, can make a big difference.","Kcat Yarza, KCAT CAN: I have a pen that writes","caring,inspirational,life,motivational,sharing"
9928,Our hands will never be too small for helping those who are in need as long we have the heart to care.,"Kcat Yarza, KCAT CAN: I have a pen that writes","caring,helping,inspirational,life,motivational"
9929,Make winning a habit & success will always be yours!,Sujish Kandampully,"motivational,success-self-improvement"
9930,"Time,Crawling so slowly, numbing our minds,Boredom, lack of ambition, lost.Passion and it speeds along.The fire burns again.Time,Fast and filled.With passion, no matter how fast time flies away,I am content.Alive.",Avina Celeste,"alive,boredom,inspirational,motivational,passion,time"
9931,"Employment was better than idleness for men, because it kept the enemy guessing.","H.W. Brands, The Man Who Saved the Union: Ulysses Grant in War and Peace","activity,boredom,leadership"
9932,"You win, not by defeating others, but by performing better than before.","Vikrmn, 10 Golden Steps of Life","10-golden-steps-of-life,10gsl,before,better,ca-vikram-verma,chartered-accountant,defeat,golden,inspirational,life-quotes,motivational,others,perform,steps,vikram,vikram-verma,vikrmn,vv,win"
9933,"When you are not afraid to fail, you will always win.",TemitOpe Ibrahim,"afraid,courage,fail,fear,fearless,inspirational,inspirational-quotes,motivational,motivational-quotes,win"
9934,"...'you have to ask yourself though, who are we to stop a war?’I sigh, wishing that the glittering pinpricks above us were truly stars. It was rare to see any due to the endless cloud cover. ‘Who are we not to?’ I say, to no one in particular. If we weren’t willing to try, then what did that say about us? I try to ignore the pessimistic voice eating away at my thoughts. Change could start with a few, but real change needed thousands.","H.J. Stephens, When There's No Tomorrow","books,confusion,courage,hope,inspirational,life,motivational,war"
9935,"Strong combat leadership is never by committee. Platoon commanders must command, and command in battle isn't based on consensus. It's based on consent. Any leader wields only as much authority and influence as is conferred by the consent of those he leads. The Marines allowed me to be their commander, and they could revoke their permission at any time.","Nathaniel Fick, One Bullet Away: The Making of a Marine Officer","authority,leadership"
9936,"People respond more to the authority of status, than the authority of truth.","A.J. Darkholme, Rise of the Morningstar","authority,leadership,peers,status,truth"
9937,Being an authority on paper does not immediately grant you authority over a group until it is earned by you and given by them.,"A.J. Darkholme, Rise of the Morningstar","authority,group,leadership,paper,teams"
9938,"Certainly, a clear line must be preserved by strict discipline, and on the other hand the men must know that everything is done for them that hard times permit. On the top of that it follows that, among real men, what counts is deeds, not words; and then it comes of itself, when such are the relations between men and their leaders, that instead of opposition there is harmony between them. The leader is merely a clearer expression of the common will and an example of life and death. And there is no science in all this. It is a practical quality, the simple manly commonsense that is native to a sound and vigorous race.","Ernst Jünger, Copse 125: A Chronicle from the Trench Warfare of 1918","aristocracy,authority,ernst-jünger,hierarchy,leadership,masculinity,personalit"
9939,"But I knew something that Elena hadn't. That the measure of a true queen didn't lie in her magic. It had more to do with who she was, and what she was willing to give of herself, than it did with the powers she possessed- Charlaina di Heyse","Kimberly Derting, The Offering","authority,leadership,power,queen"
9940,"So let me just say this. There are ways. You already know that because, in your life, there have been High Kindness periods and Low Kindness periods, and you know what inclined you toward the former and away from the latter. Education is good; immersing ourselves in a work of art: good; prayer is good; meditation’s good; a frank talk with a dear friend; establishing ourselves in some kind of spiritual tradition — recognizing that there have been countless really smart people before us who have asked these same questions and left behind answers for us. It would be strange and self-defeating to fail to seek out these wise voices from the past--as self-defeating as it would be to attempt to rediscover the principles of physics from scratch or invent a new method of brain surgery without having learned the ones that already exist.",George Saunders,"motivational,optimistic"
9941,"Do the new, be the change.",Neeraj Vohara,"change,hope,inspirational,life,motivational,new,optimistic,outlook"
9942,The knowledge of Evil brings you near to God.,Abhijit Tripathi,"motivational,optimistic"
9943,"Accept, forgive and forget. Forgive not only the people who hurt us, but also forgive ourselves, accepting whatever is the outcome, then forget the wrongs, learn from them and move on. Holding on to the guilt and pain would just make life miserable for us.","Kcat Yarza, KCAT CAN: I have a pen that writes","forgive,inspirational,life,motivational,move-on"
9944,Life is too short to waste time waiting for other people's approval on how you live it.,"Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience","approval,life,motivational,opinion"
9945,"In life, never lose hope that you are nearing a dead end, Only when you reach the end of the road you realize a road to its left and to its right.",Mohammed Mushtaq GK,"end,hope,inspirational,life,motivational,realization"
9946,Everything That Has A Beginning Has An End.,Ibrahim Khidair Ali,"beginning,end,life-lessons,motivational"
9947,"... we shoved out many hopes and fears into their hands, believing those hands were strong because they had firm handshakes. They failed us, always. There was no way they could not fail us - they were human, and so were we.","Isaac Marion, Warm Bodies","leadership,politicians"
9948,An innovative idea is special because only a certain few get to have it,Scott E Roy,"inspirational-quotes,leadership-quotes,motivational"
9949,"Every time you say it is impossible, you shoot yourself in the foot","Bangambiki Habyarimana, Pearls Of Eternity","bangambiki,foot,impossible,motivational,possible,shoot,success"
9950,"But with superior morale, with an unwavering, fanatical spirit, everything is possible!","Timur Vermes, Er ist wieder da","motivational,possible"
9951,Talking with three people deeply is better than talking with thirty people superficially.,Todd Stocker,"conversation,inspirational,motivational,talking"
9952,The people who ask questions decide the quality of their conversation.,Vikrant Datta,"conversation,decide,inspirational,motivational,people,quality,question,wisdom"
9953,"Run after today, lest you run out of tomorrows.",Ryan Lilly,"inspirational,motivation,motivational,today,tomorrow"
9954,Slow down to speed up. Anonymous,Melissa G.  Wilson,"inspirational,leadership,novels,social-science"
9955,"Until we become the change we seek, the change we seek will never come.","Carlos Wallace, Life Is Not Complicated-You Are: Turning Your Biggest Disappointments Into Your Greatest Blessings","change-your-life,leadership,seeking-truth"
9956,"New Beginnings are in order, and you are bound to feel some level of excitement as new chances come your way.",Auliq Ice,"change-quotes,change-your-life,inspiarational,inspirational-quotes,motivational,motivational-quotes,new-year,succes-quotes,success"
9957,I have started to dislike you because I don’t want to make you my weakness and it can obstructed my destination,Avinash Advani,"destination,hopeful,motivational"
9958,"I have frequently thought to myself, 'If I can teach my daughter one thing, it will be the love of self unconditionally.' Unconditional love and peace are obtainable, but they are only obtainable if I can learn to move beyond the conditions that I placed on my life. When conditions are placed on my life and on the lives of others, they ensure that I will never experience the depths of love and happiness.",Asa Don Brown,"aca,american-counseling,apa,association,ccpa-counselling-connect,counseling,human-rights,inspirational,motivational,psychological,spiritual"
9959,You don’t have to be dead to leave a legacy.,Onyi Anyado,"brainyquote,distinction,grandchildren,inheritance,leadership,legacy,legacy-quotes,quotes"
9960,"Most people have no idea why others do what they do..The whole World from their own little mind decide 'what' it is..Sad when reasonably intelligible people continue to judge & judge..7.2 billion people under the Sun, how many can one please???Therefore....","Abha Maryada Banerjee, Nucleus: Power Women: Lead from the Core","leadership,social"
9961,Thriving leaders are the ones surrounded by diverse people from different generations.,"Jon Mertz, Activate Leadership: Aspen Truths to Empower Millennial Leaders","diversity,generations,leadership"
9962,He who would rule must hear and be deaf  see and be blind.,German proverb,"leaders,leadership"
9963,I know I have the body of a weak and feeble woman  but I have the heart and stomach of a King  and of a King of England too.,Elizabeth I,"leaders,leadership"
9964,It is a characteristic of all movements and crusades that the psychopathic element rises to the top.,Robert Lindner,"leaders,leadership"
9965,It is much safer to obey than to rule.,Thomas a Kempis,"leaders,leadership"
9966,It is said that Mr. Gladstone could persuade most people of most things  and himself of anything.,Dean William R. Inge,"leaders,leadership"
9967,It is the characteristic excellence of the strong man that he can bring momentous issues to the fore and make a decision about them. The weak are always forced to decide between alternatives they have not chosen themselves.,Dietrich Bonhoeffer,"leaders,leadership"
9968,Nothing is more difficult  and therefore more precious  than to be able to decide.,Napoleon Bonaparte,"leaders,leadership"
9969,There are two levers for moving men - interest and fear.,Napoleon Bonaparte,"leaders,leadership"
9970,To get others to come into our ways of thinking  we must go over to theirs  and it is necessary to follow  in order to lead.,William Hazlitt,"leaders,leadership"
9971,With a good conscience our only sure reward  with history the final judge of our deeds  let us go forth to lead the land we love asking His blessing and His help  but knowing that here on earth God's work must truly be our own.,John F. Kennedy,"leaders,leadership"
9972,Achilles absent  was Achilles still.,Homer,"leaders,leadership"
9973,To lead the people  walk behind them.,Lao-Tzu,"leaders,leadership"
9974,I suppose leadership at one time meant muscles  but today it means getting along with people.,Indira Gandhi,"leaders,leadership"
9975,When you come into the presence of a leader of men  you know that you have come into the presence of fire - that it is best not uncautiously to touch that man - that there is something that makes it dangerous to cross him.,Woodrow Wilson,"leaders,leadership"
9976,I've got to follow them - I am their leader.,Alexandre Ledru-Rollin,"leaders,leadership"
9977,The reward of a general is not a bigger tent - but command.,Oliver Wendell Holmes,"leaders,leadership"
9978,A leader may symbolize and express what is best in his people  like Pericles  or what is worst  like Hitler  but he cannot successfully express what is only in his heart and not in theirs.,Charles Yost,"leaders,leadership"
9979,A true leader always keeps an element of surprise up his sleeve  which others cannot grasp but which keeps his public excited and breathless.,Charles de Gaulle,"leaders,leadership"
9980,If I advance  follow me! If I retreat  kill me! If I die  avenge me!,La Rochefoucauld,"leaders,leadership"
9981,If I advance  follow me! If I retreat  cut me down! If I die  avenge me!,Benito Mussolini,"leaders,leadership"
9982,Follow me  if I advance  kill me if I retreat  revenge me if I die!,Ngo Dinh Diem,"leaders,leadership"
9983,A frightened captain makes a frightened crew.,Lister Sinclair,"leaders,leadership"
9984,As for the best leaders  the people do not notice their existence. The next best  the people honour and praise. The next  the people fear  and the next the people hate. When the best leader's work is done  the people say  'we did it ourselves!',Lao-Tzu,"leaders,leadership"
9985,The slave begins by demanding justice and ends by wanting to wear a crown. He must dominate in his turn.,Albert Camus,"leaders,leadership"
9986,A leader is a dealer in hope.,Napoleon Bonaparte,"leaders,leadership"
9987,To lead means to direct and to exact  and no man dares do either - he might be unpopular. What authority we are given now is a trinity: the grin  the generality  and God (the Word).,Marya Mannes,"leaders,leadership"
9988,Dictators are rulers who always look good until the last ten minutes.,Jan Masaryk,"leaders,leadership"
9989,A chief is a man who assumes responsibility. He says  'I was beaten'  he does not say 'My men were beaten.',Antoine de Saint-Exupery,"leaders,leadership"
9990,Every man of action has a strong dose of egotism  pride  hardness and cunning. But all those things will be forgiven him  indeed  they will be regarded as high qualities  if he can make them the means to achieve great ends.,Charles de Gaulle,"leaders,leadership"
9991,Dictators ride to and fro upon tigers from which they dare not dismount.,Hindu proverb,"leaders,leadership"
9992,I have no family. My only responsibility is the welfare of Quebec. I belong to the province.,Maurice Duplessis,"leaders,leadership"
9993,It is better to have a lion at the head of an army of sheep  than a sheep at the head of an army of lions.,Daniel Defoe,"leaders,leadership"
9994,Where there are no tigers  a wildcat is very self-important.,Korean proverb,"leaders,leadership"
9995,'Ah  John A.  John A.  how I love you! How I wish I could trust you!,Canadian Liberal politician,"leaders,leadership"
9996,I really believe my greatest service is in the many unwise steps I prevent.,William Lyon Mackenzie King,"leaders,leadership"
9997,I have nothing to offer but blood  toil  tears and sweat.,Winston Churchill,"leaders,leadership"
9998,I have never accepted what many people have kindly said  namely that I have inspired the nation. It was the nation and the race dwelling all around the globe that had the lion heart. I had the luck to be called upon to give the roar.,Winston Churchill,"leaders,leadership"
9999,Winston has written four volumes about himself and called it 'World Crisis'.,Arthur Balfour,"leaders,leadership"
10000,Winston Churchill - fifty per cent genius  fifty per cent bloody fool.,Clement Attlee,"leaders,leadership"
10001,If you shoot at a king you must kill him.,Ralph Waldo Emerson,"leaders,leadership"
10002,The final test of a leader is that he leaves behind in other men the conviction and the will to carry on.,Walter Lippmann,"leaders,leadership"
10003,In Pierre Elliott Trudeau  Canada has at last produced a political leader worthy of assassination.,Irving Layton,"leaders,leadership"
10004,Every woman's man  and every man's woman.,Julius Caesar,"leaders,leadership"
10005,When we think we lead we most are led.,Lord Byron,leadership
10006,An army of stags led by a lion would be better than an army of lions led by a stag.,Latin proverb,leadership
10007,If the blind lead the blind  both shall fall into the ditch.,Matthew,leadership
10008,Reason and judgment are the qualities of a leader.,Tacitus,leadership
10009,As long as I have a want  I have a reason for living. Satisfaction is death.,George Bernard Shaw,motivational
10010,Where the willingness is great  the difficulties cannot be great.,Niccolo Machiavelli,motivational
10011,We can do whatever we wish to do provided our wish is strong enough. What do you want most to do? That's what I have to keep asking myself  in the face of difficulties.,Katherine Mansfield,motivational
